0.000000,0.000000,13.870158
0.005000,0.069351,13.255664
0.010000,0.132557,12.056645
0.015000,0.189917,10.916102
0.020000,0.241718,9.831185
0.025000,0.288229,8.799180
0.030000,0.329709,7.817506
0.035000,0.366404,6.883709
0.040000,0.398547,5.995453
0.045000,0.426359,5.150519
0.050000,0.450052,4.346792
0.055000,0.469827,3.582264
0.060000,0.485874,2.855022
0.065000,0.498377,2.163248
0.070000,0.507507,1.505212
0.075000,0.513429,0.879269
0.080000,0.516300,0.283854
0.085000,0.516267,-0.282522
0.090000,0.513474,-0.821276
0.095000,0.508055,-1.347432
0.100000,0.500000,-1.610943
